['transaction generate', 'last transaction', 'last transaction generate', 'transaction generate qr', 'see your balance', 'be a problem', 'last transaction generate qr', 'see my last transaction']	[0, 1, 0, 0, 1, 0, 0, 1]
['transaction record', 'keep get', 'pende transaction', 'basic flow control', 'see your transaction', 'lack basic flow', 'app keep get', 'app while try', 'organize the menu']	[0, 0, 1, 0, 1, 0, 0, 0, 1]
['overdraft fee', 'pay overdraft', 'true balance', 'app and company', 'pay overdraft fee']	[0, 0, 1, 0, 0]
['create label', 'filter mail', 'option of create', 'be no option']	[0, 0, 0, 0]
['solve issue', 'appname from march', 'receive any mail']	[0, 0, 1]
['charge history', 'take advantage', 'accurate charge', 'accurate charge history', 'fact thi app', 'show accurate charge', 'multiple over draft']	[1, 0, 0, 1, 0, 1, 0]
['kid phone', 'protect child', 'child from predator', 'protect child from predator']	[0]
['app change', 'appear i', 'several year', 'business use check', 'account that i', 'deposit the account', 'frustrating and inconvenient']	[0, 0, 0, 0, 0, 0, 0]
['kind of problem']	[0]
['update i', 'new update', 'new update i']	[0]
['random ad', 'late update', 'random ad pop']	[0]
['insta story']	[1]
['appname everytime', 'app appname', 'app appname everytime', 'appname everytime i', 'app appname everytime i']	[0]
['day in app']	[0]
[]	[]
['load anything']	[1]
['message i', 'delete keep']	[0]
['bussiness use', 'use appname', 'give warning', 'warning and i', 'number bussiness account', 'block your account', 'appname for bussiness', 'use appname for bussiness']	[0]
['phone nor tablet']	[0]
['treasonous company', 'support our president']	[0]
['rooted device', 'buy a phone']	[0]
['app i', 'many day']	[0, 0]
['business promotion', 'big glitch', 'business promotion part', 'choose the audience']	[0, 0, 0, 0]
['dark theme']	[1]
['mode please', 'dark mode', 'dark mode please', 'be a era', 'give us dark mode']	[0, 1, 1, 0, 1]
[]	[]
[]	[]
['account app', 'undergo maintenance', 'undergo maintenance activity']	[0, 0, 0]
['red accent', 'select all email']	[0, 1]
['dark mode']	[1]
['appname account', 'open my appname', 'activity on youtube', 's the matter']	[0, 0, 0, 0]
['appname video', 'play please']	[1, 0]
['message center', 'secure message', 'app but i', 'secure message center', 'link for example', 'be some issue']	[0, 0, 0, 0, 0, 0]
['transaction fix', 'saving account', 'i log', 'improve your system', 'charge for something', 'do any transaction', 'get charge for something']	[0, 1, 0, 0, 0, 0, 0]
['mortgage escrow', 'slow rate', 'page like mortgage', 'blank and i']	[1, 0, 1, 0]
['application update']	[0]
['someone hack', 'hack someone', 'follower wan', 'hack someone hack', 'teamkakkar with number']	[0]
['insta team', 'insta story', 'see other story', 'experience by insta']	[0, 1, 1, 0]
['load screen', 'half load', 'half load screen']	[1, 0, 0]
[]	[]
['phone s', 'internet connection', 'mobile banking app', 'phone s data', 'have internet connection', 'issue by check', 'isolate the issue', 'mobile banking app i']	[0, 1, 0, 0, 1, 0, 0, 0]
['fingerprint authentication', 'enable fingerprint', 'fingerprint authentication', 'fingerprint authentication stuff', 'fingerprint authentication appname', 'enable fingerprint authentication', 'enable fingerprint authentication']	[1, 1, 1, 0, 0, 1, 1]
['review i', 'have trouble', 'few page', 'be have trouble']	[0, 0, 0, 0]
['sudden i', 'download this app']	[0, 1]
['fix freezing', 'freezing and log', 'please fix freezing', 'log in issue']	[0, 0, 0, 1]
['number year', 'delete email', 'total garbage']	[0, 1, 0]
['document everytime', 'i try', 'page or exit', 'attach any document']	[0, 0, 0, 1]
['number min', 'sometimes search', 'good number', 'good number min', 'see my email', 'search for email', 'sometimes search for email']	[0, 0, 0, 0, 1, 1, 1]
['stretch i', 'photo quality', 'appname account']	[0, 1, 0]
['rubbish game']	[0]
['day i', 'keep buffer', 'few day', 'account and i', 'few day i', 'update this appname']	[0, 0, 0, 0, 0, 0]
['be garbage', 'want my email']	[0]
['open my account', 'be an error']	[1, 0]
['balance number', 'have access', 'wallpaper photo', 'balance number day', 'check my balance', 'phone in order', 'understand the need']	[0, 0, 1, 0, 0, 0, 0]
['voice changer', 'long work']	[0, 0]
['action block', 'follow anyone', 'i try', 'action block notification', 'show action block', 'solve this problem']	[0, 1, 0, 0, 0, 0]
['get download']	[1]
['need location', 'appname need', 'appname need location', 'need location access', 'uninstalle because do', 'pay a credit', 'appname need location access']	[0, 0, 0, 0, 0, 1, 0]
['error while log']	[0]
['number account', 'have number', 'personal account', 'have number account', 'account because mine', 'see the rest']	[0, 0, 0, 0, 0, 0]
['add ad', 'update add', 'update add ad']	[0]
['receive otp', 'recent update']	[1, 0]
['do anything', 'i sign', 'freeze and i']	[0, 0, 0]
['july number', 'retrieve mail', 'appname mail', 'mail or folder', 'appname mail page', 'eared cookie reinstall']	[0, 1, 0, 1, 0, 0]
[]	[]
[]	[]
['same issue', 'get my access', 'statement below i']	[0]
['music feature', 'miss i', 'several time', 'several time i', 'reinstall several time', 'be miss i', 'option of music']	[1, 0, 0, 0, 0, 0, 1]
[]	[]
[]	[]
['iris scanner', 'work but i']	[1, 0]
['note number', 'know i', 'get a note']	[0]
['number hour', 'have error', 'bad app', 'load my email']	[0, 0, 0, 1]
['email i', 'old num', 'num and i', 'open my email', 'forgot my old num']	[0]
['work horrible', 'new update', 'mean no need']	[0]
['samsung tablet', 'samsung tablet stop', 'update the update']	[1, 0, 0]
['i cant', 'annoying i', 'sudden nothing', 'i cant use', 'annoying i cant', 've be use', 'use for number', 'be use for number']	[0]
['app i', 'do something', 'new app', 'app and reinstall', 'new app i', 'please do something', 'version of app', 'uninstalle the app', 'work in android phone']	[0, 0, 0, 0, 0, 0, 1, 1, 0]
['appname story', 'repost the feed']	[1, 1]
['load i']	[0]
[]	[]
['well version', 'important app', 'spam or inbox', 'arrangement of type', 'be a spam']	[0, 0, 0, 0, 0]
['share message', 'use this app']	[1, 0]
['google account', 'number and recovery', 'account that i', 'have a google', 'number and recovery email']	[0, 0, 0, 0, 0]
['mail i', 'be promise', 'disorganized mess', 'inbox but i', 'arrive mail i', 'feature of inbox']	[0, 0, 0, 0, 0, 0]
['delete option', 'empty the trash']	[0, 0]
['story s', 'show alot', 'super racist', 'racist and advocate', 'racist story s', 'be super racist', 'advocate for pedophile', 'promote the sexualization', 'gross and odd']	[0]
['be block', 'new account', 'block and i', 'be this i']	[0, 1, 0, 0]
['appname bother', 'lose popularity', 'android app', 'nonsense and garbage', 'degrade the experience']	[0]
['reinstall the app']	[0]
['phone break', 'main phone', 'main phone break']	[0]
['reliable i', 'see my account']	[0, 1]
['priority i', 'real nuisance', 'inbox but i', 'much time scroll', 'dog s breakfast', 'organise my inbox', 'sort of thing', 'be a priority']	[0, 0, 0, 0, 0, 1, 0, 0]
['see my snap']	[1]
['re install', 'awesome app', 'get your act', 'anything unless i', 'post anything unless i']	[0, 0, 0, 0, 1]
[]	[]
['phone os', 'great app', 'old phone os', 'phone os system', 'old phone os system']	[0]
['trouble download', 'new email']	[0, 1]
['phone notification', 'same problem', 'problem as i']	[0]
['use appname', 'long use', 'long use appname']	[0, 0, 0]
['page online', 'try force', 'first page', 'first page online', 'page online banking', 'try force stop', 'waste of time', 'fix the bug', 'first page online banking']	[0, 0, 1, 1, 0, 0, 0, 0, 1]
['fix i', 'new update', 'change my review', 'be fix i', 'open the app']	[0, 0, 0, 0, 1]
['mass deletion', 'backward step', 'spam or trash', 'backward step google', 'deletion of spam', 'have the mass']	[0, 0, 1, 0, 0, 0]
['s tell', 'p s', 'p s tell', 'change the account']	[0, 0, 0, 1]
['app i', 'do anything', 'decent update', 'bad app i', 'screen for accsessabilty', 'have a problem', 'go without social medium']	[0]
['unfair censorship', 'ban my account', 'account for use']	[0]
['long work']	[0]
['status bar', 'new email']	[0]
['have error', 'type way', 'error and i', 'hit this update']	[0, 0, 0, 0]
['block scammer', 'use appname', 'block scammer email', 'degree in computer', 'need a degree']	[1, 0, 1, 0, 0]
['delete message', 'last update']	[1, 0]
['photo i', 'glitche i', 'send photo i', 'be glitche i', 'fix this glitch']	[0, 0, 1, 0, 0]
['number year', 'i notice', 'horrible i', 'etc and stikl', 'email phone number', 'want my account', 'stop work please', 'keep say appname', 'account with number', 'have no problem', 'etc and stikl nothing']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['learn curve', 'change everything', 'other week', 'constant learn curve', 'change aspect ratio', 'keep change everything', 'type a text']	[0, 0, 0, 0, 0, 0, 1]
['device default', 'remove feature', 'late update', 'other alert i', 'device default notification', 'use my device', 'miss call etc', 'sound while i', 'remove this feature', 'be use for calendar', 'choose my own sound']	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
['snap play', 'snap audio', 'next snap play', 's android user', 'develop a glitch']	[0, 0, 0, 0, 0]
['please try', 'say please', 'snap account', 'first issue i', 'say please try', 'try contact support', 'snap for year']	[0, 0, 0, 0, 0, 0, 0]
['appname app', 'organise email', 'inbox app', 'folder or label', 'call appname app', 'appname app inbox', 'retain inbox app', 'app by claim', 'be the option']	[0, 1, 0, 1, 0, 0, 0, 0, 0]
['time use']	[0]
['appname business', 'increase appname', 'bad app', 'appname business i', 'increase appname business', 'have mental disorder']	[0]
['phone suck', 'get an iphone']	[0]
['new update']	[0]
['evem work']	[0]
['glitch go', 'stop i', 'numerous time', 'time and everytime', 'have stop i', 'network because i', 'open the app', 'uninstalle and reinstall', 'time and everytime i']	[0, 0, 0, 0, 0, 0, 1, 0, 0]
['delete mail']	[1]
['problem i', 'say i', 'same problem', 'same problem i', 'business account inbox', 'have no message']	[0, 0, 0, 0, 0, 0]
['start type']	[0]
['update i', 'recent update', 'recent update i']	[0, 0, 0]
['upgrade i', 'new upgrade', 'new upgrade i']	[0]
['change thing']	[0]
['review i', 'overdraft fee', 'poor people', 'overdraft fee s', 'charge poor people', 'fee on top', 'want a review', 'overdraft fee on top']	[0]
['case scenario', 'bad case', 'bad case scenario', 'phone scammer ride']	[0]
['story i', 'post photo', 'happy i', 'photo and story', 'photo and story i']	[0, 1, 0, 1, 0]
['donkey dick', 'suck donkey dick']	[0, 0]
['number month', 'been number', 'few bug', 'been number month']	[0, 0, 0, 0]
['number year', 'notification since number']	[0, 1]
['operate ths', 'appname stop', 'ths app please', 'open this app', 'operate ths app please']	[0, 0, 0, 1, 0]
['page till', 'type please', 'type please fix', 'please fix asap', 'edit my post', 'be type please', 'scroll the page', 'type please fix asap']	[0, 0, 0, 0, 0, 0, 1, 0]
['user agreement', 'reinstall and i']	[1, 0]
['oops something', 'say oops something', 'say this i']	[0, 0, 0]
['current update', 'love this app']	[0]
['hope it work', 'reinstall the app']	[0]
['piece of turd', 'be a piece']	[0]
['password online', 'lock i', 'atm machine', 'confiirme my password', 'be lock i']	[0, 0, 0, 0, 0]
['stupid functionality']	[0]
['code app']	[0]
[]	[]
['phone i', 'update the app']	[0, 0]
['play store', 'app keep', 'app because i', 'reinstall the app']	[0]
['get charge']	[0]
['fare i', 'update appname', 'many memory', 'lose my memory']	[0]
['dialog box', 'blank dialog', 'blank dialog box', 'dialog box display', 'dismiss the app', 'blank dialog box display']	[1, 1, 1, 0, 0, 1]
['break appname', 'love appname', 'update break', 'update break appname']	[0]
['story i', 'other snapchatter', 'be an option']	[0, 0, 0]
['mail account', 'be think', 'appname mail', 'appname mail account', 'think of delete', 'be think of delete', 'slow and painful']	[0]
['work i', 'stop work', 'stop work i', 'datum cache cookie', 'have an email']	[0, 0, 0, 0, 1]
['edit number', 'update info', 'open blank', 'open blank window', 'start the cycle']	[0, 1, 0, 0, 0]
['app screen', 'be this app']	[1, 0]
['action block', 'come action', 'follower and i', 'action block anyway', 'follow my follower', 'come action block', 'be a message']	[0, 0, 0, 0, 1, 0, 0]
['app excellent', 'get your otp']	[0]
['story please', 'upload my story', 'fix the problem']	[0, 1, 0]
['create account', 'password nor login', 'reset my password']	[0, 0, 0]
['number month', 'be nothing', 'update i']	[0]
['complete trash', 'be complete trash', 'malfunctioning this app']	[0]
['follower and photo']	[0]
['july number', 'accept screen', 'good app', 'update july number', 'july number number', 'accept screen input', 'agreement app need', 'accept the end', 'update july number number', 'use it uninstalle reinstall']	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
['i post']	[0]
['check your app']	[0]
['try appname', 'many time']	[0, 0]
['mail i', 'empty inbox', 'trash and everything', 'empty inbox trash', 'get empty inbox', 'lose and i']	[0, 0, 0, 0, 0, 0]
['app stink', 'stop work', 'stink and i']	[0]
['camera quality', 'fix asap', 'horrible need', 'have a superb']	[1, 0, 0, 0]
['sync appname', 'new appname', 'set new password', 'stop add new appname']	[1, 0, 1, 0]
['medium outlet', 'have encounter', 'liberal medium', 'news and stop', 'liberal medium outlet', 'medium outlet i', 'liberal medium outlet i', 'support your leftist view', 'news and stop use']	[0]
['phone s8', 'be work', 'other phone', 's8 but work', 'exit button please', 'be the exit']	[0, 0, 0, 0, 0, 0]
['crash everything', 'app crash', 'app crash everything', 'crash everything time', 'app crash everything time']	[0, 0, 0, 0, 0]
['mortgage paiment', 'deduct number', 'second payment', 'deduct number payment', 'see pende transaction', 'make a mortgage']	[0, 0, 0, 0, 1, 0]
['realme number', 'update button']	[0, 1]
[]	[]
['user name', 'bad app', 'world because i']	[0, 0, 0]
['work fix']	[0]
['support chat', 'time of pandemic', 'have any support']	[0]
['motorola e3', 'other folder', 'motorola e3 power', 'update the app']	[0, 0, 0, 0]
['device i', 'ban my device']	[0]
['username and password', 'use my fingerprint']	[1, 1]
['cosplay picture', 'mainstream creator', 'delete my account', 'account for nothing']	[0, 0, 1, 0]
['notification i', 'work everything', 'get notification i', 'miss an email']	[1, 0, 1, 0]
['nothing work', 'online account', 'website but nothing', 'process the request', 'website but nothing work']	[0, 1, 0, 0, 0]
['phone support', 'bad ask', 'add another account']	[0, 0, 1]
['oopps something', 'create an account']	[0, 1]
['keep stop']	[0]
['display remove', 'most display', 's10e and evil', 'most display remove']	[0]
['number star', 'give number', 'i click', 'give number star', 'bug because i', 'fix this bug']	[0, 0, 0, 0, 0, 0]
['number minute', 'take number', 'major waste', 'take number minute', 'waste of time']	[0, 0, 0, 0, 0]
['time people', 'delete message', 'waste of time']	[0]
['update version']	[0]
['screen flicker', 'android p', 'weird glitch', 'p but i']	[0]
['get this app']	[0]
['someone steal', 'be fraud', 'new card', 'fraud if i', 'be the point', 'be fraud if i', 'be my miss money']	[0]
['suck number', 'update suck', 'number or number', 'update suck number', 'number time i', 'picture unless i', 'watch some video', 'number or number time']	[0, 0, 0, 0, 0, 0, 1, 0]
[]	[]
[]	[]
['waist of time', 'check this app']	[0, 0]
['open spam', 'empty spam', 'spam or bin', 'spam before delete', 'open spam before delete']	[0, 1, 1, 1, 0]
['face cam', 'break i', 'bad app', 'be break i', 'take a picture']	[1, 0, 0, 0, 1]
[]	[]
['app i', 'damn thing', 'update the app']	[0, 0, 0]
['good work', 'be good work']	[0]
['hello please', 'pandemic update', 'bug in appname', 'fix the bug']	[0]
['help center', 'last week', 'error of action', 'get the error']	[0]
['app i', 'useful app', 'useful app i', 'be awesome everyone']	[0]
[]	[]
['liking i', 'let ppl', 'last version', 'be natural change', 'have an option']	[0, 0, 0, 0, 0]
['mission statement', 'be their mission']	[0]
['online banking', 'bad online', 'bad online banking']	[0]
['default option', 'compose button', 'option on app', 'add the ability']	[0]
['app number', 'poorly design', 'design and support']	[0, 0, 0]
['keep shut', 'shut off i', 'keep shut off i']	[0, 0, 0]
['password thrice', 'try log', 'same thing', 'wrong password thrice', 'call them yesterday', 'say i hsve', 'call the contact', 'okay and i']	[0, 0, 0, 0, 0, 0, 0, 0]
['credit card', 'update i', 'late statement please', 'credit card transaction', 'see late statement', 'fix this asap']	[1, 0, 0, 1, 1, 0]
['want access', 'much permission']	[0]
[]	[]
['please try', 'd letegowinpriya', 'block please', 'block please try', 'solve my problem', 'be block please', 'face some problem']	[0]
['new phone', 'download the app']	[0, 0]
['fingerprint api', 'biometric api', 'old fingerprint api', 'fingerprint api i', 'be no excuse', 'old fingerprint api i']	[0]
['post i', 'be post i', 'check the stuff']	[0, 0, 1]
['open profil']	[1]
['urgent email', 'computer in order']	[1, 0]
['number time', 'download number', 'download number time', 'get a message']	[0, 0, 0, 1]
['application freeze', 'happen appname', 'update application', 'freeze and connot', 'update application freeze']	[0]
['dark theme']	[1]
['time infon', 'banking need', 'real time', 'real time infon', 'time infon i', 'show real time', 'experience with appname', 'real time infon i']	[0]
['account fix', 'allow reshare', 'new account', 'new account fix', 'repost a story']	[0, 0, 1, 0, 1]
['thing i', 'lot stress', 'whole thing', 'today and i', 'whole thing i', 'have lot stress', 'feature for video', 'see the feature', 'see my download picture']	[0, 0, 0, 0, 0, 0, 0, 1, 1]
['save draft']	[1]
['occasional censorship', 'match their interest', 'start an account']	[0]
['trasaction hell']	[0]
['reno2f please']	[0]
['message pop', 'new mail', 'new message pop', 'check for new mail']	[0, 1, 0, 1]
['credit card', 'credit card info', 'see my credit']	[0, 1, 1]
['more bug', 'more and more']	[0]
['useless application']	[0]
['debit card', 'transfer money', 'few week', 'card and i', 'have a debit']	[1, 0, 0, 0, 0]
['check deposit', 'crash every time']	[1, 0]
['phone samsung', 'do anything', 'android phone', 'android phone samsung', 'phone samsung galaxy', 'anything with appname', 'do anything with appname', 'android phone samsung galaxy']	[0, 0, 0, 0, 0, 0, 0, 0]
['mail appear', 'new mail', 'new mail appear', 'enter the app', 'check for new mail']	[0, 1, 0, 0, 1]
['layer text', 'double layer', 'double layer text', 'layer text click', 'double layer text click']	[0]
['amazon appname', 'amazon appname card', 'have an amazon']	[0]
['transaction history', 'recent transaction', 'recent transaction history', 'less and less']	[1, 0, 1, 0]
['app i', 'android phone', 'instal the app']	[0, 0, 0]
['violation of term']	[0]
['nothing work', 'try everything', 'problem but nothing', 'receive any notification', 'problem but nothing work']	[0, 0, 0, 1, 0]
['view attachment', 'mobile version']	[1, 0]
['star i', 'fb desire', 'personal experience', 'fb or appname', 'email i embarrass', 'use my email', 'experience in fact', 'express my personal experience']	[0]
['night mode', 'bright night', 'bright night mode', 'block w t']	[1, 0, 1, 0]
[]	[]
['view story']	[1]
['good till', 'link or attachment', 'be good till', 'open any link']	[0, 0, 0, 0]
['fingerprint auth', 'say max', 'unrecognized match', 'max login attempt', 'say max login', 'problem with fingerprint', 'be a problem']	[1, 0, 0, 0, 0, 0, 0]
['i post', 'crash fix', 'be crash fix', 'send a video']	[0, 0, 0, 1]
[]	[]
['story get', 'play music', 'many time']	[0, 1, 0]
['last work']	[0]
['wait day', 'day for download']	[0]
['email address', 'recognize my email']	[1, 1]
['yeah i', 'censor everything', 'happiness yeah', 'happiness yeah i', 'humor stop censor', 'joy from cute', 'get joy from cute', 'dark humor stop censor']	[0]
['camera i', 'video call', 'use my camera', 'send a snap']	[0, 1, 1, 1]
['music superzoom', 'solve asap', 'update please', 'get the music']	[0, 0, 0, 1]
['sign in page']	[1]
['wount load', 'annoying cos', 'last update', 'mailbox and wount', 'same issue initialise', 'issue initialise mailbox', 'annoying cos i', 'show initialise mailbox', 'mailbox for day', 'open the app', 'same issue initialise mailbox', 'mailbox and wount load']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['app feature', 'be way', 'creditcard balance', 'old app feature', 'show update balance']	[0, 0, 1, 0, 1]
['blank screen', 'app and log', 'close the app']	[0, 0, 0]
['much time']	[0]
['update i', 'bad update', 'bad update i']	[0, 0, 0]
['holy moly', 'holy moly guyz']	[0]
['pass recognition', 'recognize password', 'nov number', 'pass recognition frozen']	[0, 1, 0, 0]
['punishment please']	[0]
['ridiculous app', 'check the balance']	[0]
['maintenance statu', 'time on maintenance']	[0]
[]	[]
['send email', 'february number', 'email since number', 'send email since number']	[1, 0, 0, 0]
['password ughh', 'discouraging i', 'bad time', 'bad time i', 'password ughh i', 'accept my password']	[0, 0, 0, 0, 0, 1]
['hour try', 'get help', 'i waste', 'pay number number', 'help without pay', 'make a call', 'get help without pay']	[0, 0, 0, 0, 0, 0, 0]
['process request', 'be a pop']	[1, 0]
['old person']	[0]
['notification stop', 'notification stop work', 'get a day']	[1, 1, 0]
['bug i', 'post photo', 'update news', 'update news feed', 'news feed please', 'update news feed please']	[0, 1, 0, 0, 0, 0]
['use appname', 'be use appname', 'let me uploadrepost story']	[0, 0, 0]
['have it download']	[0]
['share post', 'recent update', 'restart my phone', 'be awful i', 'uninstalle the app']	[1, 0, 0, 0, 0]
[]	[]
['feb number', 'be block']	[0]
['other user']	[0]
['thing shame', 'michael jackson', 'disrespectful and disgusting', 'put michael jackson', 'shame on appname']	[0]
['fund transfer', 'be work', 'multiple fund', 'multiple fund transfer', 'customer service agent', 'be multiple fund', 'do the system']	[0]
['store file', 'angry i', 'need my store', 'make me angry i']	[0, 0, 0, 0]
['update i', 'old version', 'auto suggestion app', 'freeze with auto', 'see no chance', 'bad and bad']	[0, 0, 0, 0, 0, 0]
['have some button']	[1]
['simple term', 'check my mail', 'term because i']	[0, 0, 0]
['app sign', 'try number', 'choose reset', 'code but none', 'choose reset password', 'reset password validation', 'forgot my password', 'account on appname', 'download the app', 'choose reset password validation']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['obnoxious message', 'be idle day', 'day after i']	[0]
['mi a1', 'xiomi mi', 'photo and video', 'xiomi mi a1', 'error xiomi mi']	[0, 0, 1, 0, 0]
['exchange account', 'stop work']	[1, 0]
['freedom of speech', 'violate the freedom']	[0]
['terror outfit', 'hindu nationalist', 'u deserve', 'nationalist and terror', 'be many page', 'have this number', 'nationalist and terror outfit']	[0]
['app i', 'bad app', 'bad app i', 'fail attempt try', 'recover my own account']	[0, 0, 0, 0, 1]
['friend snap', 'take video', 'freeze and look', 'friend snap work', 'work my friend', 'delete the app']	[0, 1, 0, 0, 0, 0]
['letter or number', 'write my password', 'everytime a put']	[0, 1, 0]
['delete item', 'delete folder']	[1, 1]
['nervous breakdown']	[0]
['number year', 'remove ad', 'ridiculous i', 'change my password', 'remove ad i', 'email the app']	[0, 0, 0, 0, 0, 0]
['operating system', 'try everything', 'pleasd fix', 'update appname i', 'everything please help', 'try everything please', 'have try everything', 'version of appname', 'operate a system']	[0, 0, 0, 0, 0, 0, 0, 0, 0]
['phone infinix', 'hot6 its skip']	[0, 0]
['update i']	[0]
['time waste', 'make google', 'email form', 'intrusive time waste', 'time waste ads', 'continue design mistake', 'recieve spur movement', 'intrusive time waste ads']	[0, 0, 0, 0, 0, 0, 0, 0]
['play music', 'google play', 'google play music', 'have google play']	[0]
[]	[]
['star cause', 'last night']	[0, 0]
['update app', 'many time']	[0]
['time mail', 'get mail', 'important mail', 'mail and today', 'receive it today', 'mail on time', 'get mail on time', 'mail and today i']	[1, 1, 1, 0, 1, 0, 1, 0]
['number email', 'allow someone', 'spam folder', 'non appname address', 'appname address sorry', 'find important miss', 'allow that folder', 'non appname address sorry', 'sync their spam folder']	[0, 0, 0, 1, 0, 0, 0, 0, 1]
['button configuration', 'dark mode', 'manual button', 'manual button configuration', 'provide manual button', 'mode on phone', 'dark mode on phone']	[0, 1, 0, 0, 0, 0, 1]
['account appname', 'take action', 'main account', 'cache and nothing', 'main account appname', 'take action i', 'reinstall multiple time', 'see the message']	[0, 0, 0, 0, 0, 0, 0, 1]
['crash please', 'be crash please', 'download an app']	[0, 0, 1]
[]	[]
['happening i', 'picture and comment']	[0, 1]
['username box', 'login username box']	[1, 1]
['email l', 'fix i', 'important email', 'important email l', 'email l need', 'have important email', 'be fix i', 'important email l need']	[0]
[]	[]
['home page', 'keep wait', 'close app', 'send feedhack i', 'use my appname']	[0]
['photo please', 'upload photo', 'upload photo please']	[1, 1, 0]
[]	[]
['version i', 'recent version', 'recent version i', 'version stop email', 'get an email', 'recent version stop email']	[0]
['say initilize']	[0]
['system maintenance', 'have system', 'black screen', 'screen and crash', 'have system maintenance']	[0]
['friend send', 'update make', 'do many thing', 'love this app']	[0, 0, 0, 0]
['be crash']	[0]
['be this app']	[0]
['sorry appname', 'add game', 'play your add game']	[0]
['stop work', 'app stop', 'app stop work', 'work at startup']	[0]
['same thing', 'open the app', 'uninstall and reinstall']	[0, 1, 0]
['wala bang', 'niyo mga', 'niyo mga gahaman', 'mga gahaman kayo', 'di na papasara', 'niyo mga gahaman kayo']	[0]
['camera quality']	[1]
['reset password', 'forgoty password', 'reset password option', 'waste of time', 'be an error']	[0, 0, 1, 0, 0]
['need a select']	[0]
['time i', 'single time', 'single time i', 'bunch of ringtone', 'maintenance this app']	[0]
['number min', 'wait number', 'wait number', 'wait number min', 'waste of time', 'call them wait number']	[0]
['action block', 'get action', 'action block report', 'get action block', 'have any people']	[0]
['everytime i', 'do anything', 'own son', 'own son stuff', 'anything on appname', 'delete this app', 'do anything on appname', 'put my first photo']	[0, 0, 0, 0, 0, 0, 0, 1]
[]	[]
['transfer money', 'transfer i', 'new way', 'transfer money interface', 'see the amount']	[0, 0, 0, 0, 1]
['search box', 'last update', 'search box email']	[0, 0, 0]
['fingerprint option', 'qr code', 'qr code transfer', 'be next appname']	[1, 0, 0, 0]
[]	[]
['restore account', 'help restore account']	[0]
['deposit feature', 'be number', 'use the deposit']	[0, 0, 1]
['mail i', 'get respond', 'other mail', 'try this mail', 'be use other mail']	[0, 1, 1, 1, 1]
['voice change', 'resolve use', 'regular voice', 'voice change feature']	[0, 0, 0, 1]
['app i', 'gcash keep', 'reset gcash keep', 'reinstall the app']	[0, 0, 0, 0]
['wifi i', 'profile picture', 'confirm your wifi', 'change my profile picture']	[0, 1, 0, 1]
['screen rotate', 'dark mode', 'have dark mode']	[0, 1, 1]
['number number', 'be number', 'maximum resolution', 'keep minimize resolution', 'minimize resolution holiday', 'be number number', 'load bad app', 'app for photo', 'keep minimize resolution holiday']	[0, 0, 0, 0, 0, 0, 0, 0, 0]
['crash i', 'keep crash', 'several time', 'last number hour', 'number hour i', 'keep crash i', 'receive a notice', 'last number hour i']	[0]
